"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","marinade_stake","version","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1186459.54983599,1239631.28300743,0.00314343381271303,0.0122190900442616,0.0122190900442616,0,416016.3,"AS-WAVE-1",0,26349.394845412,"1.13.5",0,0.982976952122154,0.978771370695552,0.999527885735374,218,913,2,0.995384933253354,0,"",1,1,1,1,1,0,0,27316,27316
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",110510.307368373,112794.560762614,0.000286038595789342,0.00547938227185494,0.00449141340081302,0,412295,"Web Werks India Pvt. Ltd.",0,26114.48342464,"1.13.5",0,0.998450977815616,0.992196918936393,0.990587026636375,39,158,10,0.991920703148567,0,"",1,1,2,1,1,0,0,27221,27221
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",100009.30991923,103878.863635242,0.000263418203945724,0.0145517588987764,0.0065629074291176,0,412108.6,"MWAY",25152661503971,26909.643840558,"1.13.7",0,0.998573476979369,0.98859804384226,0.990139178804688,31,326,17,0.991318214295991,0,"",1,1,3,1,1,0.000727769911184373,684,27204,27888
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",496753.950723536,513722.050547751,0.00130270074518733,0.00809583255646367,0.00809583255646367,0,412240.2,"ALLNODES",0,26103.671601927,"1.13.6",0,0.992945314430943,0.985934842313994,0.990455363218046,117,487,12,0.99049070025818,0,"",1,1,4,1,1,0,0,27182,27182
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",82960.699617025,84370.8009602328,0.00120033107515525,0.00219047619047619,0.00219047619047619,0,411575.4,"CETIN a.s.",0,26684.561349526,"1.13.7",0,0.993499690281692,0.996194413259957,0.988858103354822,114,68,25,0.990136525182428,0,"",1,1,5,1,1,0,0,27172,27172
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",442100.880353399,454442.904661659,0.00115236121138847,0.0124780842982685,0.0124780842982685,0,412102.9,"COGENT-174",28169757490035,26992.206850369,"1.13.7",0,0.993759467753161,0.978321411411319,0.990125483887089,113,939,18,0.989776552752964,0,"",1,1,6,1,1,0.000815070614413936,767,27162,27929
"GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD",138943.854227297,155687.767399167,0.000394751652353418,0.00940646447048886,0.00682148342500859,0,411312.4,"TEXASNET-ASN",0,26143.970213858,"1.13.7",0,0.997862249794892,0.988148811211687,0.988226215051531,49,347,27,0.989702727793599,0,"",1,1,7,1,1,0,0,27160,27160
"MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F",68135.012378527,71120.2458934049,0.000770621215795011,0.0658042172862808,0.0158415429518849,0,411844.2,"ORACLE-BMC-31898",0,26046.663809438,"1.13.6",0,0.995826754233187,0.972477963439349,0.989503926837425,90,1200,23,0.989166980021537,0,"",1,1,8,1,1,0,0,27145,27145
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",106246.154577159,110506.937763149,0.000282543984802924,0.00608833874458874,0.00464641015355064,0,410792.6,"TIER-NET",2704427055171,26201.960899321,"1.13.6",0,0.998469902639131,0.991927637951038,0.98697733467111,37,164,30,0.989126214610801,0,"",1,1,9,1,1,0.0000782319192895711,74,27144,27218
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",35681.528583488,39288.1232418398,0.000099645461348245,0.605734265734266,0.0248458651673069,0,412159.6,"ZEN-ECN",0,26084.013742448,"1.13.5",0,0.999460376912509,0.956834456618744,0.99026171227795,11,1653,16,0.989105564094097,0,"",1,1,10,1,1,0,0,27144,27144
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",161124.752240424,163429.008366394,0.00373646878141411,0.00483422197707911,0.00483422197707911,0,412173.6,"OOO NIIR-RadioNet",0,26942.957644332,"1.13.7",0,0.979765412364387,0.991601346257774,0.990295348917669,224,172,15,0.988775820012557,0,"",1,1,11,1,1,0,0,27135,27135
