vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,marinade_stake,version
8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW,3559541.704956784,3565973.8644228945,0.045291812232865374,0.03218063739832209,0.03218063739832209,0,398692.4,"Packet Host, Inc.",0.0,1.17.31
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,34063.495868889,36057.2295424383,0.15108699766476472,0.034120670995670996,0.03406815484642244,0,398342.8,Teraswitch Networks Inc.,109.454202133,1.17.31
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,41356.822133535,43530.2766493921,0.15108699766476472,0.03528873087696618,0.03528873087696618,0,398274.9,Teraswitch Networks Inc.,11.044304969,1.17.31
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,833575.506888116,894838.7305752403,0.15108699766476472,0.024574497117094373,0.024574497117094373,0,398168.9,Teraswitch Networks Inc.,22563.51338345,1.17.31
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,990092.002857559,1043937.1411437738,0.009311287812134214,0.03963338940735559,0.03963338940735559,0,398094.6,Reliablesite.net LLC,51123.686498473,1.17.31
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,1045061.24368084,1089028.2561775653,0.16072079433176625,0.03518264285050662,0.03518264285050662,0,397874.1,Latitude.sh,1809.367534734,1.17.31
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,3032813.548508206,3201060.3696448314,0.029066129578636503,0.11705507955180386,0.11705507955180386,0,397799.6,"Webnx, Inc.",278.466348708,1.17.31
QUANT7qKUEW4PS4eP9jq4K35rDHpgWkWcgjbW1CwnGJ,501957.912078734,538609.2831242908,0.002341640766280779,0.019185330190127258,0.019185330190127258,0,397438.5,Hostcircle B.V.,0.0,1.17.31
8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ,308301.323313803,340130.5213042087,0.030769389115873104,0.03403875741092297,0.03403875741092297,0,395367.8,"The Constant Company, LLC",0.0,1.17.31
oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe,329838.210594293,355753.3286424412,0.0009536092402356993,0.03263622949151414,0.03263622949151414,0,392461.1,"Orangefin Ventures, LLC",51787.980540525,1.17.31
tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT,36489.104219723,75232.1814731918,0.018987751220788086,0.12898073169875396,0.05589346841307665,0,390233.6,"The Constant Company, LLC",54377.282941314,1.17.28
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,926714.472150419,929963.0075544437,0.16072079433176625,0.0250607593177641,0.0250607593177641,2,389745.51,Latitude.sh,8024.111365915,1.17.31
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,1365750.947102523,1558503.1696944395,0.024242087500699297,0.03566408437268951,0.03566408437268951,0,388154.9,Latitude.sh LTDA,18629.151425106,1.17.31
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,4126879.871520755,4141382.6559972046,0.011590008732193437,0.05260525711270573,0.05260525711270573,3,385472.762,Hurricane Electric LLC,44635.758390889,1.17.31
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1076152.980484716,1100656.1140590627,0.00689059389548949,0.0355176246091494,0.0355176246091494,3,381191.085,Datacamp Limited,36019.449611519,1.17.31
TahoeLA91rRRqaWWBft1KvWLEjv87Zqe2qaDqSG69fm,198683.771049476,200821.1469088051,0.02638560131031158,0.039730063278036264,0.039730063278036264,0,378517.1,Hurricane Electric LLC,33432.61543905,1.17.31
