"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",998855.646176489,1034486.19397257,0.00267729561306895,0.0739185972467217,0.0739185972467217,0,381188.6,"AS-WAVE-1",0,0,0.986730257702857,0.904509909718098,0.994884491291369,377,2207,6,0.986678102925961,0,"",1,1,1,1,1,0,0,27658,27658
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",2529267.46722123,2694169.57802483,0.0264464523204538,0.027676153740343,0.027676153740343,0,383118.1,"LATITUDE-SH",8507500000000,0,0.868920859820997,0.96424717841303,0.999920396420606,1258,460,2,0.977022527866237,0,"",1,1,2,1,1,0.000246017017965775,233,27387,27620
"DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",252150.138179077,260108.019254084,0.0264464523204538,0.0533304977369068,0.0533304977369068,0,381575.5,"LATITUDE-SH",6501528140136,0,0.868920859820997,0.931106186624749,0.995894282270639,1258,1537,4,0.97137620992101,0,"",1,1,3,1,1,0.000188019253940149,178,27229,27407
"7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc",44091.949600535,48104.6095336028,0.000385148561433059,0.239313725490196,0.0629274725522049,0,369292.2,"TIER-NET",0,0,0.998091050487147,0.918708548876197,0.963835441392713,211,1863,9,0.965634235675202,0,"",1,1,4,1,1,0,0,27068,27068
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",122476.487064937,151530.118401023,0.00084133889982478,0.0335334745035584,0.0335334745035584,0,366231.3,"Web Werks India Pvt. Ltd.",0,0,0.99582998966168,0.956680529297346,0.955846634960953,261,686,13,0.96206206601771,0,"",1,1,5,1,1,0,0,26968,26968
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",95904.947543688,98236.2469765587,0.000385148561433059,0.0208026463856772,0.018548092531586,0,364707.6,"TIER-NET",2704427055171,0,0.998091050487147,0.976039060583272,0.951869848930676,211,209,22,0.96083997314341,0,"",1,1,6,1,1,0.0000781995407993409,74,26934,27008
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",40476.687398383,42314.7088453924,0.000109519853289091,0.865554445554446,0.0766111777590787,0,366623.2,"ZEN-ECN",0,0,0.999457176031487,0.901031559670977,0.956869475707337,163,2252,11,0.959126205292871,0,"",1,1,7,1,1,0,0,26886,26886
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",313964.883226201,329808.75541473,0.000853805655660886,0.0501359005303581,0.0501359005303581,0,365583.5,"ASN-CXA-ALL-CCI-22773-RDC",48806897898122,0,0.9957681994595,0.935233055735231,0.954155907133681,265,1425,19,0.959102194307003,0,"",1,1,8,1,1,0.00141135211946694,1336,26885,28221
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",650787.852394952,661669.478724426,0.00221365170800302,0.041330270469088,0.041330270469088,0,365617.2,"Latitude.sh LTDA",771753362570855,0,0.989028261370376,0.946608412422982,0.954243862564029,348,1075,18,0.959007966215694,0,"",1,1,9,1,1,0.0223168149681112,21129,26882,48011
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",68562.081633288,73119.850760671,0.00571058625985554,0.0311766117737418,0.0275280463706003,0,365992.8,"RADIOKOMUNIKACE a.s.",0,0,0.971696062375785,0.96443850761346,0.955224161069622,448,455,14,0.958467095620096,0,"",1,1,10,1,1,0,0,26867,26867
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",432791.17395343,447902.125593024,0.0127303268653196,0.0863236670573079,0.0863236670573079,0,371465.3,"RELIABLESITE",1000000000000,0,0.936903434930167,0.888484697115478,0.969507131175737,852,2424,8,0.958258682979476,0,"",1,1,11,1,1,0.0000289302618471412,27,26861,26888
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",435619.28717838,447362.04355071,0.00115787834804191,0.0359513606947732,0.0359513606947732,0,364072.7,"ALLNODES",0,0,0.994261094212026,0.9535570369789,0.950212789502559,292,811,24,0.957246701571426,0,"",1,1,12,1,1,0,0,26833,26833
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",43800.981398209,54203.4096953186,0.000140201370960483,0.0497281259341681,0.0404033174952276,0,363486.7,"MWAY",25152661503971,0,0.999305106222387,0.947805875936333,0.948683356796815,169,1028,27,0.956403819719173,0,"",1,1,13,1,1,0.000727346308052557,689,26809,27498
"8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN",140160.162326156,142801.897920895,0.00273784042752504,0.0294540854834972,0.0292936727180595,0,363488.8,"OOO NIIR-RadioNet",0,0,0.986430173512924,0.962157622618305,0.948688837699003,378,519,26,0.955531257433398,0,"",1,1,14,1,1,0,0,26785,26785
"BACKboNezqTz4fKH3x26e6xVXL4r9ApVoBL5x9qfj1oS",28273.886919331,30153.6767769579,0.0000780289160147063,0.0251388888888889,0.0237462953526635,0,361554.9,"EVERYWHERE-WIRELESS-LLC",0,0,0.999613257646191,0.969323878272229,0.943641448774705,159,334,33,0.954228067793205,0,"",1,1,15,1,1,0,0,26748,26748
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",211009.899418845,212775.125404907,0.00241008436367519,0.04340706917896,0.04340706917896,1,362420.19,"Amarutu Technology Ltd",0,0,0.988054662972505,0.943925546355583,0.945899815371895,367,1159,30,0.952233309693811,0,"",1,1,16,1,1,0,0,26692,26692
