vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,marinade_stake,version
8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW,3541640.029788751,3547599.523395237,0.05831273085933054,0.011515899827245279,0.011515899827245279,0,417495.6,PACKET,0.0,1.17.18
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,1035636.10591824,1057414.606943891,0.008594592922361689,0.012440577292353783,0.012440577292353783,0,417421.6,RELIABLESITE,48622.839692485,1.17.16
oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe,160514.136998849,174751.4608406125,0.0034240793046720177,0.022797233822078544,0.020098284022611466,0,417345.1,Edgevana,0.0,1.17.17
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,1185628.55725575,1257749.1702208836,0.13495262215073334,0.009289141299857107,0.009289141299857107,0,416822.9,TERASWITCH,0.0,1.17.16
QUANT7qKUEW4PS4eP9jq4K35rDHpgWkWcgjbW1CwnGJ,25898.84485457,33707.5017362055,0.13495262215073334,0.025757575757575757,0.006107341159621204,0,416281.8,TERASWITCH,0.0,1.17.17
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,3353073.428538258,3501802.2848747317,0.029495579402607563,0.02412227937695909,0.02412227937695909,0,415720.8,AS-CHOOPA,128.877340695,1.17.17
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,46889.784079953,47789.1559806134,0.13495262215073334,0.054704184704184686,0.013400236246082473,0,415091.1,TERASWITCH,10.869828885,1.16.20
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,932140.313493497,937510.868788746,0.1483340818867609,0.04141107109117372,0.04141107109117372,0,414914.1,LATITUDE-SH,1112.218246376,1.17.16
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,71472.995763222,75246.1939848341,0.13495262215073334,0.04588982106000296,0.023534088321205533,0,414811.8,TERASWITCH,107.725353863,1.17.16
TahoeLA91rRRqaWWBft1KvWLEjv87Zqe2qaDqSG69fm,147430.143240389,150331.8451586612,0.011871171876107192,0.007335992907801414,0.005080630030732222,0,406383.5,HURRICANE,1.010372509,1.17.16
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,4383756.650248232,4406072.278580851,0.011871171876107192,0.02574588440577987,0.02574588440577987,3,404857.436,HURRICANE,42768.874514016,1.17.17
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,686996.517850649,694879.1151956588,0.08169073947714384,0.013615301497840404,0.013615301497840404,0,403794.2,UAB Cherry Servers,3726.117312981,1.17.16
mrgn2vsZ5EJ8YEfAMNPXmRux7th9cNfBasQ1JJvVwPn,310554.964237928,335578.7592996133,0.13495262215073334,0.006912636910409975,0.006912636910409975,0,402895.4,TERASWITCH,1129.884365832,1.16.23
EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH,519988.6511421,524864.6850520181,0.029495579402607563,0.006620407254993332,0.006620407254993332,0,402887.6,AS-CHOOPA,5.858355053,1.17.18
Rash24BXgUyy65JJ5KBzpYLrj3pyCqEMEixLVimTcDp,164298.013502175,170918.6961647828,0.029495579402607563,0.011666779534683624,0.011392061698434975,0,402887.1,AS-CHOOPA,3.741133904,1.17.17
D4mLBafAJjpRABT5Tyj6UhuwJ8DLRk74JzyuTMUdU9Fz,230511.61694294,235049.6233527447,0.1483340818867609,0.00485902409668576,0.00485902409668576,0,402880.2,LATITUDE-SH,380.044012774,1.17.14
DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,875475.236172093,881191.5600069258,0.1483340818867609,0.01703647563555317,0.01703647563555317,0,402880.1,LATITUDE-SH,26306.032687827,1.17.17
P4f3F3VfMhKvpGQXg2MuvLfWmZui41gvcH9XKtYDiFX,68977.536959835,73301.1517275922,0.015391758562460622,0.18317546164742962,0.025063298282384284,0,402873.4,Amarutu Technology Ltd,0.0,1.17.17
5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX,202254.399798934,222928.2768557793,0.003949623448609666,0.019915397102897102,0.0157781011395875,0,402871.1,OOO NIIR-RadioNet,43141.648119085,1.17.18
CrLn7zEBytbmRBUGhkDyyUbGCa6H7bMCnw94Dip8QbcJ,105643.654296073,112295.9779709506,0.0004871082965154307,0.024234437189969826,0.01946451808524867,0,402861.7,JSC Ufanet,2.510765732,1.17.16
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,181342.721491305,183244.6585040108,0.09989101293992471,0.011474582676761857,0.011474582676761857,0,402858.8,AS-CHOOPA,24484.163330935,1.17.16
We11J5D4iXcNbdMwCZX2o9RRkwaWBo1AGLADfubmeTb,197647.756432908,203862.9651679565,0.029495579402607563,0.008049553897053086,0.008049553897053086,0,402858.1,AS-CHOOPA,24898.789901937,1.17.17
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,422220.15020223,458756.8614837748,0.0011958962853069117,0.01232176233374076,0.01232176233374076,0,402856.8,MWAY,54140.754807014,1.17.18
