vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,marinade_stake,version
8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW,3559541.704956784,3562985.5824444876,0.046674638700045144,0.03013006093019873,0.03013006093019873,0,402705.7,"Packet Host, Inc.",0.0,1.17.28
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,34063.495868889,35486.7491228588,0.14890999736368937,0.027302489177489175,0.027249973028240615,0,402433.5,TeraSwitch Networks Inc.,109.347960487,1.17.26
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,41356.822133535,43212.172094946,0.14890999736368937,0.027275910364145672,0.027275910364145672,0,402411.7,TeraSwitch Networks Inc.,11.03358423,1.17.28
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,990092.002857559,1044168.8380576544,0.009724453311268111,0.034148583339962735,0.034148583339962735,0,402252.9,ReliableSite.Net LLC,53073.231896709,1.17.28
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,902116.776486721,910271.8381498681,0.14890999736368937,0.022891915977027465,0.022891915977027465,0,402247.2,TeraSwitch Networks Inc.,1094.312697228,1.17.28
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,1016670.259384609,1052912.0537052883,0.16579496171889435,0.029258437932559354,0.029258437932559354,0,402205.0,Latitude.sh,1807.618452381,1.17.28
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,3166856.301206413,3248657.116611913,0.0314070385772386,0.09692517247945782,0.09692517247945782,0,401985.8,"WebNX, Inc.",278.197342917,1.17.27
QUANT7qKUEW4PS4eP9jq4K35rDHpgWkWcgjbW1CwnGJ,485271.579204257,511636.54160094,0.0023001883248840475,0.01857622854187708,0.01857622854187708,0,401642.7,HostCircle B.V.,0.0,1.17.28
8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ,216609.566779063,309688.7060776267,0.03205434250813935,0.033360430478213,0.033360430478213,0,397961.7,"The Constant Company, LLC",0.0,1.17.29
oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe,317976.543149792,333834.0238573546,0.000898704923403505,0.03248424192145107,0.03248424192145107,0,396041.0,"Orangefin Ventures, LLC",51737.712233263,1.17.28
tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT,22554.366148009,63509.7397743284,0.013704108805704366,0.11588004519989814,0.042792781914220805,0,394290.6,"The Constant Company, LLC",56324.020377892,1.17.28
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,927699.106896348,930132.8515858256,0.16579496171889435,0.02113041084193882,0.02113041084193882,2,393860.432,Latitude.sh,7995.065026901,1.17.26
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,4126879.871520755,4137339.479429916,0.011610331242869828,0.0439332091931723,0.0439332091931723,3,389578.481,Hurricane Electric LLC,46592.967477171,1.17.28
